squad_slot,gameweek,human_points,model_points,weekly_delta,cumulative_human,cumulative_model,cumulative_delta,raw_cumulative_human,raw_cumulative_model,raw_cumulative_delta,hold_points,raw_cumulative_hold,transfer_value_delta,comparison_eligible,free_transfers_before,transfers,hit_cost,predicted_lineup_points,predicted_3gw_gain_vs_hold,bank,captain,transfer_detail,human_chip
11,15,74.0,49.0,-25.0,693.0,634.0,-59.0,850.0,781.0,-69.0,61.0,698.0,83.0,True,1,1,0,53.463,3.105,2.0,Haaland,Gakpo -> Rice,
11,16,90.0,64.0,-26.0,693.0,634.0,-59.0,940.0,845.0,-95.0,75.0,773.0,72.0,False,1,1,0,53.698,6.135,0.5,B.Fernandes,Eze -> B.Fernandes,Free Hit
11,17,77.0,79.0,2.0,693.0,634.0,-59.0,1017.0,924.0,-93.0,65.0,838.0,86.0,False,1,1,0,54.625,2.269,0.5,Haaland,Pickford -> Raya,3xc
11,18,37.0,37.0,0.0,730.0,671.0,-59.0,1054.0,961.0,-93.0,41.0,879.0,82.0,True,1,1,0,52.232,1.87,0.5,Haaland,Mbeumo -> Cunha,
11,19,38.0,41.0,3.0,768.0,712.0,-56.0,1092.0,1002.0,-90.0,26.0,905.0,97.0,True,1,2,4,55.004,1.957,0.0,Haaland,J.Timber -> Thiaw; B.Fernandes -> Saka,
11,20,62.0,74.0,12.0,768.0,712.0,-56.0,1154.0,1076.0,-78.0,19.0,924.0,152.0,False,1,1,0,50.319,2.5,0.0,Haaland,O'Reilly -> Lewis-Potter,Wild Card
11,21,70.0,40.0,-30.0,838.0,752.0,-86.0,1224.0,1116.0,-108.0,38.0,962.0,154.0,True,1,1,0,54.201,3.029,0.0,Haaland,Rice -> Cherki,
11,22,51.0,41.0,-10.0,889.0,793.0,-96.0,1275.0,1157.0,-118.0,46.0,1008.0,149.0,True,1,1,0,51.73,2.514,0.0,Haaland,James -> J.Timber,
11,23,56.0,31.0,-25.0,945.0,824.0,-121.0,1331.0,1188.0,-143.0,39.0,1047.0,141.0,True,1,2,4,49.989,6.786,0.0,Haaland,Saka -> Wirtz; Baleba -> Rice,
11,24,74.0,69.0,-5.0,1019.0,893.0,-126.0,1405.0,1257.0,-148.0,61.0,1108.0,149.0,True,1,1,0,51.476,3.947,0.0,Wirtz,Lewis-Potter -> N.Williams,
11,25,68.0,53.0,-15.0,1087.0,946.0,-141.0,1473.0,1310.0,-163.0,78.0,1186.0,124.0,True,1,1,0,50.891,0.951,0.5,Haaland,Cunha -> Gibbs-White,
11,26,92.0,69.0,-23.0,1179.0,1015.0,-164.0,1565.0,1379.0,-186.0,60.0,1246.0,133.0,True,1,1,0,72.229,4.258,0.0,Rice,Cherki -> Rogers,
11,27,37.0,37.0,0.0,1216.0,1052.0,-164.0,1602.0,1416.0,-186.0,41.0,1287.0,129.0,True,1,1,0,56.134,3.857,0.5,Rice,Watkins -> Ekitiké,
11,28,69.0,76.0,7.0,1285.0,1128.0,-157.0,1671.0,1492.0,-179.0,53.0,1340.0,152.0,True,1,1,0,53.187,2.242,0.0,Haaland,Wirtz -> B.Fernandes,
11,29,73.0,64.0,-9.0,1358.0,1192.0,-166.0,1744.0,1556.0,-188.0,71.0,1411.0,145.0,True,1,2,4,54.031,8.266,0.0,M.Salah,Haaland -> Thiago; Rice -> M.Salah,
11,30,71.0,45.0,-26.0,1429.0,1237.0,-192.0,1815.0,1601.0,-214.0,47.0,1458.0,143.0,True,1,1,0,56.531,1.641,0.0,M.Salah,Benitez -> Darlow,
11,31,55.0,70.0,15.0,1484.0,1307.0,-177.0,1870.0,1671.0,-199.0,38.0,1496.0,175.0,True,1,1,0,51.476,3.341,0.0,B.Fernandes,Mateta -> João Pedro,
11,32,64.0,56.0,-8.0,1548.0,1363.0,-185.0,1934.0,1727.0,-207.0,36.0,1532.0,195.0,True,1,1,0,50.714,2.505,0.0,B.Fernandes,Guéhi -> Van den Berg,
11,33,100.0,81.0,-19.0,1548.0,1363.0,-185.0,2034.0,1808.0,-226.0,55.0,1587.0,221.0,False,1,2,4,70.186,5.185,0.0,Guéhi,Ekitiké -> Bowen; Acheampong -> Guéhi,Free Hit
11,34,70.0,48.0,-22.0,1618.0,1411.0,-207.0,2104.0,1856.0,-248.0,14.0,1601.0,255.0,True,1,2,4,57.023,5.821,0.0,B.Fernandes,Thiaw -> O'Reilly; Enzo -> Cherki,
11,35,43.0,49.0,6.0,1661.0,1460.0,-201.0,2147.0,1905.0,-242.0,56.0,1657.0,248.0,True,1,1,0,51.863,1.464,0.0,B.Fernandes,J.Timber -> Pedro Porro,
11,36,76.0,59.0,-17.0,1661.0,1460.0,-201.0,2223.0,1964.0,-259.0,55.0,1712.0,252.0,False,1,1,0,74.042,0.139,2.0,O'Reilly,Gibbs-White -> Hinshelwood,3xc
11,37,72.0,49.0,-23.0,1661.0,1460.0,-201.0,2295.0,2013.0,-282.0,48.0,1760.0,253.0,False,1,1,0,52.637,2.716,1.5,B.Fernandes,Cherki -> Semenyo,Bench Boost
11,38,60.0,73.0,13.0,1721.0,1533.0,-188.0,2355.0,2086.0,-269.0,42.0,1802.0,284.0,True,1,0,0,49.403,0.0,1.5,Bowen,,
12,3,57.0,61.0,4.0,57.0,61.0,4.0,57.0,61.0,4.0,58.0,58.0,3.0,True,1,1,0,44.999,4.099,3.0,Haaland,Palmer -> Gakpo,
12,4,74.0,64.0,-10.0,131.0,125.0,-6.0,131.0,125.0,-6.0,66.0,124.0,1.0,True,1,1,0,49.427,5.749,5.0,Haaland,Saka -> Mbeumo,
12,5,50.0,44.0,-6.0,181.0,169.0,-12.0,181.0,169.0,-12.0,40.0,164.0,5.0,True,1,1,0,47.54,4.74,0.5,Haaland,Luís Hemir -> Watkins,
12,6,88.0,88.0,0.0,269.0,257.0,-12.0,269.0,257.0,-12.0,87.0,251.0,6.0,True,1,1,0,52.514,4.673,0.0,Haaland,Sarr -> Semenyo,
12,7,89.0,90.0,1.0,358.0,347.0,-11.0,358.0,347.0,-11.0,71.0,322.0,25.0,True,1,1,0,55.09,2.78,0.0,Haaland,Muñoz -> J.Timber,
12,8,93.0,78.0,-15.0,451.0,425.0,-26.0,451.0,425.0,-26.0,74.0,396.0,29.0,True,1,1,0,54.561,2.687,0.0,Haaland,Watkins -> Gyökeres,
12,9,53.0,64.0,11.0,504.0,489.0,-15.0,504.0,489.0,-15.0,45.0,441.0,48.0,True,1,1,0,54.278,1.444,0.0,Haaland,Van Hecke -> Guéhi,
12,10,66.0,74.0,8.0,570.0,563.0,-7.0,570.0,563.0,-7.0,65.0,506.0,57.0,True,1,1,0,55.773,0.499,0.5,Haaland,Rogers -> Enzo,
12,11,59.0,33.0,-26.0,629.0,596.0,-33.0,629.0,596.0,-33.0,47.0,553.0,43.0,True,1,1,0,54.92,0.64,1.0,Haaland,Hudson-Odoi -> Gravenberch,
12,12,74.0,47.0,-27.0,703.0,643.0,-60.0,703.0,643.0,-60.0,62.0,615.0,28.0,True,1,1,0,53.055,2.854,2.5,Haaland,Gyökeres -> Mateta,
12,13,43.0,47.0,4.0,703.0,643.0,-60.0,746.0,690.0,-56.0,24.0,639.0,51.0,False,1,1,0,52.256,2.81,1.5,Haaland,Semenyo -> Foden,3xc
12,14,105.0,80.0,-25.0,808.0,723.0,-85.0,851.0,770.0,-81.0,74.0,713.0,57.0,True,1,1,0,54.219,3.33,2.5,Haaland,Gabriel -> Thiaw,
12,15,51.0,63.0,12.0,859.0,786.0,-73.0,902.0,833.0,-69.0,33.0,746.0,87.0,True,1,1,0,55.188,4.408,1.5,Haaland,Gravenberch -> Rice,
12,16,92.0,73.0,-19.0,951.0,859.0,-92.0,994.0,906.0,-88.0,90.0,836.0,70.0,True,1,1,0,54.119,2.623,0.5,B.Fernandes,Mbeumo -> B.Fernandes,
12,17,86.0,66.0,-20.0,1037.0,925.0,-112.0,1080.0,972.0,-108.0,62.0,898.0,74.0,True,1,1,0,53.861,2.269,0.5,Haaland,Pickford -> Raya,
12,18,44.0,25.0,-19.0,1037.0,925.0,-112.0,1124.0,997.0,-127.0,29.0,927.0,70.0,False,1,1,0,52.94,1.405,0.0,Haaland,Gakpo -> Cunha,Wild Card
12,19,67.0,46.0,-21.0,1037.0,925.0,-112.0,1191.0,1043.0,-148.0,52.0,979.0,64.0,False,1,1,0,54.424,2.03,0.0,Haaland,J.Timber -> Hall,Bench Boost
12,20,49.0,65.0,16.0,1086.0,990.0,-96.0,1240.0,1108.0,-132.0,35.0,1014.0,94.0,True,1,1,0,50.817,4.406,1.0,Haaland,B.Fernandes -> Ødegaard,
12,21,54.0,41.0,-13.0,1140.0,1031.0,-109.0,1294.0,1149.0,-145.0,36.0,1050.0,99.0,True,1,1,0,52.654,0.922,0.5,Haaland,Cunha -> Wirtz,
12,22,39.0,57.0,18.0,1179.0,1088.0,-91.0,1333.0,1206.0,-127.0,52.0,1102.0,104.0,True,1,1,0,53.124,0.982,0.0,Haaland,Rodon -> Struijk,
12,23,43.0,39.0,-4.0,1222.0,1127.0,-95.0,1376.0,1245.0,-131.0,39.0,1141.0,104.0,True,1,1,0,52.265,1.043,1.0,Haaland,Foden -> Neto,
12,24,65.0,64.0,-1.0,1287.0,1191.0,-96.0,1441.0,1309.0,-132.0,46.0,1187.0,122.0,True,1,1,0,50.162,3.804,1.0,Wirtz,Thiaw -> N.Williams,
12,25,81.0,50.0,-31.0,1368.0,1241.0,-127.0,1522.0,1359.0,-163.0,81.0,1268.0,91.0,True,1,2,4,54.209,3.833,0.5,Haaland,Ødegaard -> Gibbs-White; N.Williams -> Gabriel,
12,26,49.0,62.0,13.0,1417.0,1303.0,-114.0,1571.0,1421.0,-150.0,61.0,1329.0,92.0,True,1,1,0,73.445,1.863,0.0,Rice,Bowen -> Ekitiké,
12,27,43.0,34.0,-9.0,1460.0,1337.0,-123.0,1614.0,1455.0,-159.0,44.0,1373.0,82.0,True,1,2,4,56.902,3.339,1.0,Rice,Mateta -> Mané; Neto -> B.Fernandes,
12,28,70.0,86.0,16.0,1530.0,1423.0,-107.0,1684.0,1541.0,-143.0,36.0,1409.0,132.0,True,1,1,0,54.783,1.244,0.5,Haaland,Enzo -> Semenyo,
12,29,67.0,65.0,-2.0,1597.0,1488.0,-109.0,1751.0,1606.0,-145.0,73.0,1482.0,124.0,True,1,2,4,56.5,10.847,2.5,M.Salah,Haaland -> Thiago; Wirtz -> M.Salah,
12,30,47.0,47.0,0.0,1644.0,1535.0,-109.0,1798.0,1653.0,-145.0,49.0,1531.0,122.0,True,1,1,0,61.081,6.107,0.5,M.Salah,Sambo -> Virgil,
12,31,64.0,50.0,-14.0,1708.0,1585.0,-123.0,1862.0,1703.0,-159.0,35.0,1566.0,137.0,True,1,1,0,52.413,2.39,4.5,B.Fernandes,M.Salah -> Palmer,
12,32,71.0,62.0,-9.0,1779.0,1647.0,-132.0,1933.0,1765.0,-168.0,60.0,1626.0,139.0,True,1,1,0,51.838,4.583,1.0,B.Fernandes,Mané -> Bowen,
12,33,105.0,70.0,-35.0,1779.0,1647.0,-132.0,2038.0,1835.0,-203.0,61.0,1687.0,148.0,False,1,1,0,71.452,4.947,1.5,Guéhi,Semenyo -> Rodrigo,Free Hit
12,34,62.0,56.0,-6.0,1841.0,1703.0,-138.0,2100.0,1891.0,-209.0,43.0,1730.0,161.0,True,1,1,0,55.225,4.478,1.5,B.Fernandes,Rice -> Cherki,
12,35,48.0,42.0,-6.0,1841.0,1703.0,-138.0,2148.0,1933.0,-215.0,39.0,1769.0,164.0,False,1,1,0,51.518,2.949,1.0,B.Fernandes,Ekitiké -> Watkins,Wild Card
12,36,64.0,72.0,8.0,1841.0,1703.0,-138.0,2212.0,2005.0,-207.0,62.0,1831.0,174.0,False,1,2,4,73.61,8.082,2.5,O'Reilly,Rodrigo -> Hinshelwood; Hall -> O'Reilly,3xc
12,37,71.0,70.0,-1.0,1841.0,1703.0,-138.0,2283.0,2075.0,-208.0,72.0,1903.0,172.0,False,1,1,0,55.034,2.698,2.0,B.Fernandes,Cherki -> Semenyo,Bench Boost
12,38,67.0,80.0,13.0,1908.0,1783.0,-125.0,2350.0,2155.0,-195.0,39.0,1942.0,213.0,True,1,0,0,51.158,0.0,2.0,Bowen,,
13,3,36.0,30.0,-6.0,36.0,30.0,-6.0,36.0,30.0,-6.0,28.0,28.0,2.0,True,1,1,0,45.617,4.099,3.0,M.Salah,Palmer -> Gakpo,
13,4,92.0,72.0,-20.0,36.0,30.0,-6.0,128.0,102.0,-26.0,77.0,105.0,-3.0,False,1,1,0,50.522,4.284,1.5,M.Salah,Estève -> Calafiori,Wild Card
13,5,50.0,39.0,-11.0,86.0,69.0,-17.0,178.0,141.0,-37.0,44.0,149.0,-8.0,True,1,1,0,49.261,2.427,0.5,M.Salah,Georginio -> Semenyo,
13,6,73.0,52.0,-21.0,86.0,69.0,-17.0,251.0,193.0,-58.0,47.0,196.0,-3.0,False,1,1,0,52.549,1.027,0.0,M.Salah,Dúbravka -> Roefs,3xc
13,7,74.0,69.0,-5.0,160.0,138.0,-22.0,325.0,262.0,-63.0,42.0,238.0,24.0,True,1,1,0,53.069,0.313,0.5,M.Salah,Gabriel -> J.Timber,
13,8,75.0,45.0,-30.0,235.0,183.0,-52.0,400.0,307.0,-93.0,45.0,283.0,24.0,True,1,1,0,56.184,1.122,0.5,M.Salah,Van de Ven -> Guéhi,
13,9,55.0,44.0,-11.0,290.0,227.0,-63.0,455.0,351.0,-104.0,59.0,342.0,9.0,True,1,1,0,52.664,1.173,2.0,M.Salah,Watkins -> Mateta,
13,10,74.0,76.0,2.0,364.0,303.0,-61.0,529.0,427.0,-102.0,59.0,401.0,26.0,True,1,1,0,55.685,3.036,0.5,M.Salah,Kudus -> Mbeumo,
13,11,54.0,31.0,-23.0,418.0,334.0,-84.0,583.0,458.0,-125.0,28.0,429.0,29.0,True,1,1,0,53.5,0.613,0.0,M.Salah,Calafiori -> Gabriel,
13,12,47.0,27.0,-20.0,418.0,334.0,-84.0,630.0,485.0,-145.0,19.0,448.0,37.0,False,1,1,0,55.069,3.459,0.0,M.Salah,Gyökeres -> Watkins,Free Hit
13,13,48.0,51.0,3.0,466.0,385.0,-81.0,678.0,536.0,-142.0,31.0,479.0,57.0,True,1,1,0,52.444,1.713,0.0,M.Salah,Reijnders -> Tavernier,
13,14,71.0,40.0,-31.0,537.0,425.0,-112.0,749.0,576.0,-173.0,41.0,520.0,56.0,True,1,1,0,50.98,3.291,1.0,M.Salah,Gabriel -> O'Reilly,
13,15,67.0,51.0,-16.0,604.0,476.0,-128.0,816.0,627.0,-189.0,32.0,552.0,75.0,True,1,1,0,49.04,4.676,0.0,M.Salah,Tavernier -> Rice,
13,16,98.0,56.0,-42.0,702.0,532.0,-170.0,914.0,683.0,-231.0,37.0,589.0,94.0,True,1,1,0,51.829,3.604,5.5,B.Fernandes,M.Salah -> B.Fernandes,
13,17,83.0,67.0,-16.0,702.0,532.0,-170.0,997.0,750.0,-247.0,57.0,646.0,104.0,False,1,1,0,52.049,5.603,3.0,Saka,Gakpo -> Saka,Bench Boost
13,18,64.0,63.0,-1.0,766.0,595.0,-171.0,1061.0,813.0,-248.0,67.0,713.0,100.0,True,1,1,0,51.324,1.39,3.0,Saka,Mbeumo -> Cunha,
13,19,32.0,47.0,15.0,798.0,642.0,-156.0,1093.0,860.0,-233.0,48.0,761.0,99.0,True,1,1,0,53.14,2.117,3.5,Saka,J.Timber -> Thiaw,
13,20,55.0,74.0,19.0,853.0,716.0,-137.0,1148.0,934.0,-214.0,59.0,820.0,114.0,True,1,1,0,49.314,4.233,4.5,Saka,B.Fernandes -> Ødegaard,
13,21,72.0,42.0,-30.0,925.0,758.0,-167.0,1220.0,976.0,-244.0,41.0,861.0,115.0,True,1,1,0,52.153,4.133,5.0,Cherki,Semenyo -> Cherki,
13,22,54.0,30.0,-24.0,979.0,788.0,-191.0,1274.0,1006.0,-268.0,37.0,898.0,108.0,True,1,2,4,50.825,7.908,0.5,Haaland,O'Reilly -> Struijk; Watkins -> Haaland,
13,23,62.0,37.0,-25.0,1041.0,825.0,-216.0,1336.0,1043.0,-293.0,49.0,947.0,96.0,True,1,1,0,50.693,7.181,0.0,Haaland,Cunha -> Wirtz,
13,24,69.0,65.0,-4.0,1110.0,890.0,-220.0,1405.0,1108.0,-297.0,54.0,1001.0,107.0,True,1,1,0,50.806,3.804,0.0,Wirtz,Thiaw -> N.Williams,
13,25,65.0,52.0,-13.0,1175.0,942.0,-233.0,1470.0,1160.0,-310.0,63.0,1064.0,96.0,True,1,2,4,49.724,4.841,1.5,Haaland,Saka -> Enzo; Hoever -> Gabriel,
13,26,66.0,71.0,5.0,1175.0,942.0,-233.0,1536.0,1231.0,-305.0,62.0,1126.0,105.0,False,1,2,4,72.615,11.393,0.0,Rice,Ødegaard -> B.Fernandes; N.Williams -> J.Timber,3xc
13,27,41.0,43.0,2.0,1216.0,985.0,-231.0,1577.0,1274.0,-303.0,44.0,1170.0,104.0,True,1,1,0,57.818,1.582,3.0,Rice,Mateta -> Mané,
13,28,78.0,70.0,-8.0,1294.0,1055.0,-239.0,1655.0,1344.0,-311.0,22.0,1192.0,152.0,True,1,1,0,51.695,3.118,2.5,Haaland,Cherki -> Semenyo,
13,29,68.0,88.0,20.0,1362.0,1143.0,-219.0,1723.0,1432.0,-291.0,63.0,1255.0,177.0,True,1,2,4,55.975,10.902,2.0,M.Salah,Haaland -> Ekitiké; Wirtz -> M.Salah,
13,30,52.0,35.0,-17.0,1414.0,1178.0,-236.0,1775.0,1467.0,-308.0,31.0,1286.0,181.0,True,1,1,0,60.154,4.936,0.5,M.Salah,Guéhi -> Virgil,
13,31,60.0,56.0,-4.0,1474.0,1234.0,-240.0,1835.0,1523.0,-312.0,35.0,1321.0,202.0,True,1,1,0,51.862,1.926,4.5,B.Fernandes,M.Salah -> Palmer,
13,32,69.0,51.0,-18.0,1474.0,1234.0,-240.0,1904.0,1574.0,-330.0,35.0,1356.0,218.0,False,1,1,0,51.236,4.726,1.0,B.Fernandes,Mané -> Bowen,Wild Card
13,33,102.0,55.0,-47.0,1474.0,1234.0,-240.0,2006.0,1629.0,-377.0,55.0,1411.0,218.0,False,1,2,4,76.279,6.356,2.5,Guéhi,Semenyo -> Rodrigo; J.Timber -> Guéhi,Bench Boost
13,34,64.0,36.0,-28.0,1474.0,1234.0,-240.0,2070.0,1665.0,-405.0,23.0,1434.0,231.0,False,1,1,0,54.464,4.917,2.5,B.Fernandes,Rodrigo -> Cherki,Free Hit
13,35,60.0,39.0,-21.0,1534.0,1273.0,-261.0,2130.0,1704.0,-426.0,46.0,1480.0,224.0,True,1,1,0,49.641,3.963,0.5,B.Fernandes,Enzo -> Wirtz,
13,36,79.0,61.0,-18.0,1613.0,1334.0,-279.0,2209.0,1765.0,-444.0,39.0,1519.0,246.0,True,1,1,0,71.39,10.527,0.0,O'Reilly,Struijk -> O'Reilly,
13,37,54.0,56.0,2.0,1667.0,1390.0,-277.0,2263.0,1821.0,-442.0,32.0,1551.0,270.0,True,1,1,0,53.726,2.418,0.0,B.Fernandes,Cherki -> Doku,
13,38,64.0,44.0,-20.0,1731.0,1434.0,-297.0,2327.0,1865.0,-462.0,56.0,1607.0,258.0,True,1,1,0,51.026,0.212,2.0,Doku,Wirtz -> Szoboszlai,
14,3,81.0,74.0,-7.0,81.0,74.0,-7.0,81.0,74.0,-7.0,80.0,80.0,-6.0,True,1,1,0,50.158,3.396,0.0,Haaland,Šeško -> João Pedro,
14,4,70.0,77.0,7.0,151.0,151.0,0.0,151.0,151.0,0.0,77.0,157.0,-6.0,True,1,1,0,51.839,0.744,0.0,Haaland,Gibbs-White -> Gakpo,
14,5,59.0,59.0,0.0,210.0,210.0,0.0,210.0,210.0,0.0,54.0,211.0,-1.0,True,1,1,0,48.657,2.596,0.0,Haaland,Rice -> Kudus,
14,6,62.0,52.0,-10.0,272.0,262.0,-10.0,272.0,262.0,-10.0,65.0,276.0,-14.0,True,1,1,0,54.672,0.621,0.0,Haaland,Tarkowski -> Calafiori,
14,7,71.0,84.0,13.0,343.0,346.0,3.0,343.0,346.0,3.0,75.0,351.0,-5.0,True,1,1,0,55.338,0.121,0.5,Haaland,Gakpo -> Semenyo,
14,8,69.0,75.0,6.0,412.0,421.0,9.0,412.0,421.0,9.0,71.0,422.0,-1.0,True,1,1,0,54.718,0.921,1.0,Haaland,Füllkrug -> Calvert-Lewin,
14,9,85.0,52.0,-33.0,497.0,473.0,-24.0,497.0,473.0,-24.0,56.0,478.0,-5.0,True,1,1,0,54.83,0.477,1.5,Haaland,Virgil -> James,
14,10,80.0,82.0,2.0,577.0,555.0,-22.0,577.0,555.0,-22.0,85.0,563.0,-8.0,True,1,1,0,54.849,0.166,0.5,Haaland,Kudus -> Gakpo,
14,11,48.0,33.0,-15.0,577.0,555.0,-22.0,625.0,588.0,-37.0,45.0,608.0,-20.0,False,1,1,0,55.893,0.613,0.0,Haaland,Calafiori -> Gabriel,Free Hit
14,12,38.0,22.0,-16.0,615.0,577.0,-38.0,663.0,610.0,-53.0,46.0,654.0,-44.0,True,1,1,0,54.417,2.421,0.0,Haaland,Guéhi -> Digne,
14,13,48.0,56.0,8.0,615.0,577.0,-38.0,711.0,666.0,-45.0,37.0,691.0,-25.0,False,1,1,0,50.82,2.841,1.0,Haaland,Gabriel -> O'Reilly,3xc
14,14,81.0,71.0,-10.0,696.0,648.0,-48.0,792.0,737.0,-55.0,77.0,768.0,-31.0,True,1,1,0,55.026,3.385,0.0,Haaland,Semenyo -> Foden,
14,15,84.0,64.0,-20.0,696.0,648.0,-48.0,876.0,801.0,-75.0,63.0,831.0,-30.0,False,1,1,0,56.222,3.46,0.5,Haaland,James -> Thiaw,Wild Card
14,16,62.0,81.0,19.0,758.0,729.0,-29.0,938.0,882.0,-56.0,59.0,890.0,-8.0,True,1,1,0,53.749,1.62,1.0,B.Fernandes,João Pedro -> Evanilson,
14,17,81.0,72.0,-9.0,839.0,801.0,-38.0,1019.0,954.0,-65.0,67.0,957.0,-3.0,True,1,1,0,54.954,3.676,2.0,Haaland,Gakpo -> Amad,
14,18,38.0,28.0,-10.0,839.0,801.0,-38.0,1057.0,982.0,-75.0,26.0,983.0,-1.0,False,1,1,0,52.533,4.246,0.0,Haaland,Mbeumo -> Saka,Bench Boost
14,19,50.0,34.0,-16.0,889.0,835.0,-54.0,1107.0,1016.0,-91.0,36.0,1019.0,-3.0,True,1,1,0,51.088,4.275,1.0,Haaland,Amad -> Wilson,
14,20,52.0,48.0,-4.0,941.0,883.0,-58.0,1159.0,1064.0,-95.0,40.0,1059.0,5.0,True,1,2,4,50.659,4.058,0.0,Haaland,B.Fernandes -> Wirtz; Evanilson -> Ekitiké,
14,21,72.0,61.0,-11.0,1013.0,944.0,-69.0,1231.0,1125.0,-106.0,72.0,1131.0,-6.0,True,1,1,0,50.134,1.383,0.0,Haaland,O'Reilly -> N.Williams,
14,22,46.0,43.0,-3.0,1059.0,987.0,-72.0,1277.0,1168.0,-109.0,54.0,1185.0,-17.0,True,1,1,0,52.121,2.359,1.0,Haaland,Ekitiké -> Mateta,
14,23,40.0,36.0,-4.0,1099.0,1023.0,-76.0,1317.0,1204.0,-113.0,46.0,1231.0,-27.0,True,1,1,0,49.982,2.499,0.0,Haaland,Foden -> B.Fernandes,
14,24,75.0,60.0,-15.0,1174.0,1083.0,-91.0,1392.0,1264.0,-128.0,59.0,1290.0,-26.0,True,1,1,0,51.49,3.592,0.5,Wirtz,Thiaw -> Dorgu,
14,25,76.0,72.0,-4.0,1250.0,1155.0,-95.0,1468.0,1336.0,-132.0,71.0,1361.0,-25.0,True,1,2,4,52.157,6.221,2.5,Haaland,Saka -> Enzo; Dorgu -> Gabriel,
14,26,68.0,46.0,-22.0,1318.0,1201.0,-117.0,1536.0,1382.0,-154.0,83.0,1444.0,-62.0,True,1,1,0,68.34,5.94,1.5,Gabriel,Mateta -> Ekitiké,
14,27,48.0,55.0,7.0,1366.0,1256.0,-110.0,1584.0,1437.0,-147.0,52.0,1496.0,-59.0,True,1,1,0,56.672,4.059,0.5,Haaland,N.Williams -> Virgil,
14,28,77.0,90.0,13.0,1443.0,1346.0,-97.0,1661.0,1527.0,-134.0,78.0,1574.0,-47.0,True,1,1,0,53.081,2.066,0.0,Haaland,Digne -> O'Reilly,
14,29,101.0,71.0,-30.0,1544.0,1417.0,-127.0,1762.0,1598.0,-164.0,69.0,1643.0,-45.0,True,1,2,4,56.518,7.863,2.0,M.Salah,Haaland -> Thiago; Wirtz -> M.Salah,
14,30,66.0,43.0,-23.0,1610.0,1460.0,-150.0,1828.0,1641.0,-187.0,49.0,1692.0,-51.0,True,1,1,0,59.866,3.299,0.0,M.Salah,Wilson -> Gibbs-White,
14,31,72.0,50.0,-22.0,1610.0,1460.0,-150.0,1900.0,1691.0,-209.0,49.0,1741.0,-50.0,False,1,1,0,51.63,2.39,4.0,B.Fernandes,M.Salah -> Palmer,Free Hit
14,32,75.0,70.0,-5.0,1610.0,1460.0,-150.0,1975.0,1761.0,-214.0,48.0,1789.0,-28.0,False,1,1,0,51.411,3.307,1.5,B.Fernandes,Calvert-Lewin -> Bowen,3xc
14,33,92.0,62.0,-30.0,1702.0,1522.0,-180.0,2067.0,1823.0,-244.0,80.0,1869.0,-46.0,True,1,2,4,71.945,7.759,0.5,Guéhi,O'Reilly -> Guéhi; P.M.Sarr -> Rodrigo,
14,34,58.0,56.0,-2.0,1702.0,1522.0,-180.0,2125.0,1879.0,-246.0,53.0,1922.0,-43.0,False,1,1,0,55.205,4.917,0.5,B.Fernandes,Rodrigo -> Cherki,Wild Card
14,35,35.0,46.0,11.0,1737.0,1568.0,-169.0,2160.0,1925.0,-235.0,45.0,1967.0,-42.0,True,1,1,0,50.79,5.427,0.5,B.Fernandes,Enzo -> Bernardo,
14,36,83.0,55.0,-28.0,1820.0,1623.0,-197.0,2243.0,1980.0,-263.0,72.0,2039.0,-59.0,True,1,1,0,71.845,3.645,0.0,O'Reilly,Guéhi -> O'Reilly,
14,37,79.0,62.0,-17.0,1899.0,1685.0,-214.0,2322.0,2042.0,-280.0,76.0,2115.0,-73.0,True,1,1,0,54.161,2.555,0.0,B.Fernandes,Cherki -> Doku,
14,38,73.0,53.0,-20.0,1899.0,1685.0,-214.0,2395.0,2095.0,-300.0,53.0,2168.0,-73.0,False,1,0,0,51.275,0.0,0.0,Doku,,Bench Boost
15,3,66.0,40.0,-26.0,0.0,0.0,0.0,66.0,40.0,-26.0,39.0,39.0,1.0,False,1,1,0,47.922,3.956,3.5,M.Salah,Palmer -> Semenyo,Free Hit
15,4,73.0,69.0,-4.0,0.0,0.0,0.0,139.0,109.0,-30.0,56.0,95.0,14.0,False,1,1,0,49.086,4.887,2.5,M.Salah,Strand Larsen -> João Pedro,Wild Card
15,5,58.0,65.0,7.0,58.0,65.0,7.0,197.0,174.0,-23.0,60.0,155.0,19.0,True,1,1,0,49.874,3.108,2.5,M.Salah,Murillo -> J.Timber,
15,6,70.0,24.0,-46.0,58.0,65.0,7.0,267.0,198.0,-69.0,14.0,169.0,29.0,False,1,1,0,53.632,3.41,2.0,M.Salah,Sánchez -> Raya,3xc
15,7,81.0,66.0,-15.0,139.0,131.0,-8.0,348.0,264.0,-84.0,33.0,202.0,62.0,True,1,1,0,51.57,2.955,1.5,M.Salah,Ekitiké -> Gyökeres,
15,8,74.0,42.0,-32.0,213.0,173.0,-40.0,422.0,306.0,-116.0,36.0,238.0,68.0,True,1,1,0,53.914,2.393,0.5,M.Salah,Reijnders -> Enzo,
15,9,40.0,54.0,14.0,253.0,227.0,-26.0,462.0,360.0,-102.0,43.0,281.0,79.0,True,1,1,0,54.057,1.724,0.5,M.Salah,Andersen -> Guéhi,
